premises_text	Premises_text	hypothesis_text	Hipotesis_teks	id_pair	id_premis	label
The response from the Regional Government and the Department of Religious Affairs to fulfill the desire to achieve a full and standalone IAIN in Medan, was followed up by preparing college buildings, libraries, administrative personnel, lecturers and other lectures.	Tanggapan dari Pemerintah Daerah dan Departemen Agama untuk memenuhi keinginan mewujudkan IAIN yang paripurna dan berdiri sendiri di Medan, ditindaklanjuti dengan menyiapkan gedung perkuliahan, perpustakaan, tenaga administrasi, dosen dan dosen lainnya.	The Department of Religious Affairs responded.	Departemen Agama menanggapinya.	123475	12347	e
In addition, UPT-PUSKOM is also tasked with providing services for processing staff payrolls and EWMPs.	Selain itu, UPT-PUSKOM juga bertugas memberikan layanan untuk memproses gaji staf dan EWMP.	UPT-PUSKOM provides services for processing tasks.	UPT-PUSKOM menyediakan layanan untuk memproses tugas.	123481	12348	c
In addition, UPT-PUSKOM is also tasked with providing services for processing staff payrolls and EWMPs.	Selain itu, UPT-PUSKOM juga bertugas memberikan layanan untuk memproses gaji staf dan EWMP.	UPT-PUSKOM is tasked with providing services for UPT-PUSKOM salaries.	UPT-PUSKOM bertugas memberikan pelayanan untuk gaji UPT-PUSKOM.	123483	12348	n
In addition, UPT-PUSKOM is also tasked with providing services for processing staff payrolls and EWMPs.	Selain itu, UPT-PUSKOM juga bertugas memberikan layanan untuk memproses gaji staf dan EWMP.	UPT-PUSKOM runs a payroll for employees.	UPT-PUSKOM menjalankan gaji untuk karyawan.	123484	12348	e
In addition, UPT-PUSKOM is also tasked with providing services for processing staff payrolls and EWMPs.	Selain itu, UPT-PUSKOM juga bertugas memberikan layanan untuk memproses gaji staf dan EWMP.	UPT-PUSKOM provides services.	UPT-PUSKOM menyediakan layanan.	123485	12348	e
With cooperation between UNIMAL and PT. Telecommunication Indonesia Nanggroe Aceh Darussalam Province, UNIMAL which has several campuses in the middle of the city has designed a computer networking system (Local Area Network) between buildings using internet connection facilities (dedicated line) and integrated information systems.	Dengan kerjasama antara UNIMAL dan PT. Telekomunikasi Indonesia Provinsi Nanggroe Aceh Darussalam, UNIMAL yang memiliki beberapa kampus di tengah kota telah merancang sistem jaringan komputer (Local Area Network) antara gedung dengan menggunakan fasilitas koneksi internet (dedicated line) dan sistem informasi terintegrasi.	UNIMAL and PT. Telecommunication Indonesia Nanggroe province Aceh Darussalam do not cooperate.	UNIMAL dan PT. Telekomunikasi Indonesia Provinsi Nanggroe Aceh Darussalam tidak bekerja sama.	123490	12349	c
With cooperation between UNIMAL and PT. Telecommunication Indonesia Nanggroe Aceh Darussalam Province, UNIMAL which has several campuses in the middle of the city has designed a computer networking system (Local Area Network) between buildings using internet connection facilities (dedicated line) and integrated information systems.	Dengan kerjasama antara UNIMAL dan PT. Telekomunikasi Indonesia Provinsi Nanggroe Aceh Darussalam, UNIMAL yang memiliki beberapa kampus di tengah kota telah merancang sistem jaringan komputer (Local Area Network) antara gedung dengan menggunakan fasilitas koneksi internet (dedicated line) dan sistem informasi terintegrasi.	UNIMAL has no campus in the middle of the city.	UNIMAL tidak memiliki kampus di tengah kota.	123491	12349	c
With cooperation between UNIMAL and PT. Telecommunication Indonesia Nanggroe Aceh Darussalam Province, UNIMAL which has several campuses in the middle of the city has designed a computer networking system (Local Area Network) between buildings using internet connection facilities (dedicated line) and integrated information systems.	Dengan kerjasama antara UNIMAL dan PT. Telekomunikasi Indonesia Provinsi Nanggroe Aceh Darussalam, UNIMAL yang memiliki beberapa kampus di tengah kota telah merancang sistem jaringan komputer (Local Area Network) antara gedung dengan menggunakan fasilitas koneksi internet (dedicated line) dan sistem informasi terintegrasi.	All UNIMAL campuses are located in the middle of the city.	Semua kampus UNIMAL terletak di tengah kota.	123492	12349	n
With cooperation between UNIMAL and PT. Telecommunication Indonesia Nanggroe Aceh Darussalam Province, UNIMAL which has several campuses in the middle of the city has designed a computer networking system (Local Area Network) between buildings using internet connection facilities (dedicated line) and integrated information systems.	Dengan kerjasama antara UNIMAL dan PT. Telekomunikasi Indonesia Provinsi Nanggroe Aceh Darussalam, UNIMAL yang memiliki beberapa kampus di tengah kota telah merancang sistem jaringan komputer (Local Area Network) antara gedung dengan menggunakan fasilitas koneksi internet (dedicated line) dan sistem informasi terintegrasi.	UNIMAL has designed the Local Area Network system.	UNIMAL telah merancang sistem Local Area Network.	123495	12349	e
"On April 9, 2009 a legislative election was held which, in Toba Samosir County, resulted in 25 members of the DPRD of Toba Samosir Regency being sworn in on December 15, 2009 by setting the interim DPRD leadership."	Pada tanggal 9 April 2009 diadakan pemilihan legislatif yang dimana di Kabupaten Toba Samosir menghasilkan 25 anggota DPRD Kabupaten Toba Samosir dilantik pada tanggal 15 Desember 2009 dengan menetapkan pimpinan DPRD sementara.	"On 9 April 2009, no legislative elections were held in Toba Samosir Regency."	"Pada 9 April 2009, tidak ada pemilihan legislatif yang diadakan di Kabupaten Toba Samosir."	123500	12350	c
"On April 9, 2009 a legislative election was held which, in Toba Samosir County, resulted in 25 members of the DPRD of Toba Samosir Regency being sworn in on December 15, 2009 by setting the interim DPRD leadership."	Pada tanggal 9 April 2009 diadakan pemilihan legislatif yang dimana di Kabupaten Toba Samosir menghasilkan 25 anggota DPRD Kabupaten Toba Samosir dilantik pada tanggal 15 Desember 2009 dengan menetapkan pimpinan DPRD sementara.	"On 9 April 2009, legislative elections were held and in Toba Samosir Regency resulted in 25 members of the DPRD of Toba Samosir Regency being sworn in on 15 December 2009 by establishing the leadership of the DPRD forever."	Pada tanggal 9 April 2009 dilaksanakan pemilihan legislatif dan di Kabupaten Toba Samosir menghasilkan 25 anggota DPRD Kabupaten Toba Samosir dilantik pada tanggal 15 Desember 2009 dengan menetapkan pimpinan DPRD selamanya.	123501	12350	c
"On April 9, 2009 a legislative election was held which, in Toba Samosir County, resulted in 25 members of the DPRD of Toba Samosir Regency being sworn in on December 15, 2009 by setting the interim DPRD leadership."	Pada tanggal 9 April 2009 diadakan pemilihan legislatif yang dimana di Kabupaten Toba Samosir menghasilkan 25 anggota DPRD Kabupaten Toba Samosir dilantik pada tanggal 15 Desember 2009 dengan menetapkan pimpinan DPRD sementara.	"The 25 members of the DPRD of Toba Samosir Regency were sworn in on April 9, 2009."	25 Anggota DPRD Kabupaten Toba Samosir dilantik pada tanggal 9 April 2009.	123503	12350	n
"On April 9, 2009 a legislative election was held which, in Toba Samosir County, resulted in 25 members of the DPRD of Toba Samosir Regency being sworn in on December 15, 2009 by setting the interim DPRD leadership."	Pada tanggal 9 April 2009 diadakan pemilihan legislatif yang dimana di Kabupaten Toba Samosir menghasilkan 25 anggota DPRD Kabupaten Toba Samosir dilantik pada tanggal 15 Desember 2009 dengan menetapkan pimpinan DPRD sementara.	"On 9 April 2009, a legislative election was held and in Toba Samosir Regency resulted in 15 members of the DPRD of Toba Samosir Regency being appointed on 15 December 2009 by the provisional leadership of the DPRD."	Pada tanggal 9 April 2009 diadakan pemilihan legislatif dan di Kabupaten Toba Samosir menghasilkan 15 anggota DPRD Kabupaten Toba Samosir dilantik pada tanggal 15 Desember 2009 oleh pimpinan sementara DPRD.	123505	12350	e
Experienced lifeguards from Los Angeles City exist only on the beaches that the city government has.	Penjaga pantai yang berpengalaman dari Los Angeles City hanya ada di pantai-pantai yang dimiliki pemerintah kota.	Experienced lifeguards from Los Angeles City are on beaches that the city government doesn't have.	Penjaga pantai yang berpengalaman dari Los Angeles City berada di pantai yang tidak dimiliki pemerintah kota.	123510	12351	c
Experienced lifeguards from Los Angeles City exist only on the beaches that the city government has.	Penjaga pantai yang berpengalaman dari Los Angeles City hanya ada di pantai-pantai yang dimiliki pemerintah kota.	There are beaches where there are no lifeguards.	Ada pantai yang tidak ada penjaganya.	123511	12351	c
Experienced lifeguards from Los Angeles City exist only on the beaches that the city government has.	Penjaga pantai yang berpengalaman dari Los Angeles City hanya ada di pantai-pantai yang dimiliki pemerintah kota.	There are beaches that the city government doesn't have.	Ada pantai yang tidak dimiliki pemerintah kota.	123512	12351	n
Experienced lifeguards from Los Angeles City exist only on the beaches that the city government has.	Penjaga pantai yang berpengalaman dari Los Angeles City hanya ada di pantai-pantai yang dimiliki pemerintah kota.	The experienced lifeguards on the city's government-owned beaches are all from Los Angeles City.	Para lifeguard berpengalaman di pantai milik pemerintah kota ini semuanya berasal dari Kota Los Angeles.	123513	12351	n
Experienced lifeguards from Los Angeles City exist only on the beaches that the city government has.	Penjaga pantai yang berpengalaman dari Los Angeles City hanya ada di pantai-pantai yang dimiliki pemerintah kota.	There are experienced lifeguards on the beaches of the city government.	Ada lifeguard berpengalaman di pantai-pantai pemerintah kota.	123514	12351	e
Experienced lifeguards from Los Angeles City exist only on the beaches that the city government has.	Penjaga pantai yang berpengalaman dari Los Angeles City hanya ada di pantai-pantai yang dimiliki pemerintah kota.	There are lifeguards on the beaches.	Ada penjaga di pantai.	123515	12351	e
In order to carry out the basic task, the Ogan Komering Ilir Regency Labor and Transmigration Service functions to formulate the discretion of the county health system and implement operational technical activities in the health field implemented by the government in Ogan Komering Ilir Regency.	Dalam rangka melaksanakan tugas pokok, Dinas Tenaga Kerja dan Transmigrasi Kabupaten Ogan Komering Ilir berfungsi merumuskan kebijaksanaan sistem kesehatan kabupaten dan melaksanakan kegiatan teknis operasional di bidang kesehatan yang dilaksanakan oleh pemerintah di Kabupaten Ogan Komering Ilir.	The Ogan County Department of Labor and Transmigration commissioned to formulate the wisdom of the Ogan Komering Ilir health system.	Dinas Tenaga Kerja dan Transmigrasi Kabupaten Ogan menugaskan untuk merumuskan kebijaksanaan sistem kesehatan Ogan Komering Ilir.	123520	12352	c
In order to carry out the basic task, the Ogan Komering Ilir Regency Labor and Transmigration Service functions to formulate the discretion of the county health system and implement operational technical activities in the health field implemented by the government in Ogan Komering Ilir Regency.	Dalam rangka melaksanakan tugas pokok, Dinas Tenaga Kerja dan Transmigrasi Kabupaten Ogan Komering Ilir berfungsi merumuskan kebijaksanaan sistem kesehatan kabupaten dan melaksanakan kegiatan teknis operasional di bidang kesehatan yang dilaksanakan oleh pemerintah di Kabupaten Ogan Komering Ilir.	The Ogan County Department of Labor and Transmigration does not carry out basic tasks.	Dinas Tenaga Kerja dan Transmigrasi Kabupaten Ogan tidak melaksanakan tugas pokok.	123521	12352	c
